Date,FIPS,County,State,Vaccination_Complete_Pct,Metro_status,Social Vulnerability Index (SVI),SVI Category,lat,long
09/30/2021,39007,Ashtabula County,OH,45.3,Non-metro,0.79,High Concern,41.707548453994775,-80.74829077022193
09/30/2021,31117,McPherson County,NE,11.7,Non-metro,0.08,Very Low Concern,41.568165022240926,-101.06050404264164
09/30/2021,8029,Delta County,CO,41.4,Non-metro,0.69,High Concern,38.861359153761576,-107.8628891582186
09/30/2021,38095,Towner County,ND,41.5,Non-metro,0.19,Very Low Concern,48.685539909160845,-99.24577986177118
09/30/2021,18113,Noble County,IN,34.5,Non-metro,0.47,Moderate Concern,41.398602836637686,-85.41749644845041
09/30/2021,40113,Osage County,OK,29.0,Metro,0.62,High Concern,36.629170213049136,-96.39849961387546
09/30/2021,19023,Butler County,IA,52.0,Non-metro,0.02,Very Low Concern,42.73156850708488,-92.79018091855625
09/30/2021,17041,Douglas County,IL,39.3,Non-metro,0.44,Moderate Concern,39.76945694039876,-88.21737066595287
09/30/2021,17019,Champaign County,IL,53.1,Metro,0.5,Moderate Concern,40.14009650770477,-88.19916000746896
09/30/2021,5103,Ouachita County,AR,46.7,Non-metro,0.87,Very High Concern,33.59335286839969,-92.88194022525764
09/30/2021,29051,Cole County,MO,47.1,Metro,0.26,Low Concern,38.50540704995529,-92.28163958449156
09/30/2021,40043,Dewey County,OK,22.8,Non-metro,0.22,Low Concern,35.98768312731876,-99.00790940786514
09/30/2021,11001,District of Columbia,DC,57.2,Metro,0.6,Moderate Concern,38.904733935498726,-77.01629383836658
09/30/2021,31077,Greeley County,NE,35.7,Non-metro,0.04,Very Low Concern,41.56744423005232,-98.52121831463886
09/30/2021,21027,Breckinridge County,KY,37.6,Non-metro,0.74,High Concern,37.773389379967895,-86.42933749903693
09/30/2021,30073,Pondera County,MT,46.0,Non-metro,0.83,Very High Concern,48.22776508491452,-112.22634688501844
09/30/2021,13291,Union County,GA,12.0,Non-metro,0.31,Low Concern,34.83408734987639,-83.99071662776927
09/30/2021,28069,Kemper County,MS,38.7,Non-metro,0.93,Very High Concern,32.75457985655627,-88.64116921210314
09/30/2021,53023,Garfield County,WA,32.9,Non-metro,0.18,Very Low Concern,46.43163891622226,-117.54516733519932
09/30/2021,37135,Orange County,NC,64.5,Metro,0.3,Low Concern,36.06110474900705,-79.12065991858002
09/30/2021,37193,Wilkes County,NC,38.3,Non-metro,0.69,High Concern,36.20627886131311,-81.1633943583714
09/30/2021,51187,Warren County,VA,35.0,Metro,0.26,Low Concern,38.90865480890584,-78.20846331251329
09/30/2021,29209,Stone County,MO,34.1,Non-metro,0.35,Low Concern,36.74692687622523,-93.45598935757911
09/30/2021,17053,Ford County,IL,45.7,Metro,0.31,Low Concern,40.59716807101521,-88.2232955118473
09/30/2021,5039,Dallas County,AR,49.9,Non-metro,0.88,Very High Concern,33.96980985111147,-92.6544470456955
09/30/2021,17075,Iroquois County,IL,41.4,Non-metro,0.34,Low Concern,40.74724323533175,-87.8243385145013
09/30/2021,37013,Beaufort County,NC,46.5,Non-metro,0.72,High Concern,35.49400182204088,-76.85978138890118
09/30/2021,34039,Union County,NJ,59.4,Metro,0.62,High Concern,40.66001624477928,-74.30850500177282
09/30/2021,21021,Boyle County,KY,53.6,Non-metro,0.43,Moderate Concern,37.62438277360131,-84.86684215389371
09/30/2021,2100,Haines Borough,AK,62.6,Non-metro,0.21,Low Concern,59.11987925121287,-135.49995278001106
09/30/2021,6101,Sutter County,CA,48.9,Metro,0.88,Very High Concern,39.03457772739615,-121.69484381678052
09/30/2021,33001,Belknap County,NH,55.3,Non-metro,0.08,Very Low Concern,43.517904633485536,-71.42266290893873
09/30/2021,21097,Harrison County,KY,42.1,Non-metro,0.51,Moderate Concern,38.44181520014001,-84.33136381686437
09/30/2021,36061,New York County,NY,71.4,Metro,0.55,Moderate Concern,40.778176232908585,-73.96749199548736
09/30/2021,47047,Fayette County,TN,47.1,Metro,0.26,Low Concern,35.19711031457577,-89.4143724961098
09/30/2021,39095,Lucas County,OH,49.6,Metro,0.69,High Concern,41.61991215189959,-83.65828978447887
09/30/2021,39165,Warren County,OH,55.5,Metro,0.05,Very Low Concern,39.42756520857274,-84.16676242022776
09/30/2021,21193,Perry County,KY,52.6,Non-metro,0.91,Very High Concern,37.244299174209765,-83.221470774767
09/30/2021,49013,Duchesne County,UT,33.7,Non-metro,0.48,Moderate Concern,40.29822784023471,-110.42516778404432
09/30/2021,20143,Ottawa County,KS,35.6,Non-metro,0.03,Very Low Concern,39.13253161544489,-97.65021153749178
09/30/2021,21233,Webster County,KY,40.0,Non-metro,0.79,High Concern,37.51844353431828,-87.68316316664009
09/30/2021,21187,Owen County,KY,33.4,Non-metro,0.53,Moderate Concern,38.51964952626553,-84.82810333892283
09/30/2021,5101,Newton County,AR,28.8,Non-metro,0.28,Low Concern,35.91997205949455,-93.21786864539573
09/30/2021,1033,Colbert County,AL,41.8,Metro,0.43,Moderate Concern,34.700470938378004,-87.80492780624994
09/30/2021,41069,Wheeler County,OR,50.5,Non-metro,0.39,Low Concern,44.72599234272007,-120.02750451375654
09/30/2021,31173,Thurston County,NE,55.1,Non-metro,0.89,Very High Concern,42.158198287770695,-96.54402726866545
09/30/2021,55115,Shawano County,WI,46.2,Non-metro,0.14,Very Low Concern,44.78914999559765,-88.76540956266675
09/30/2021,51051,Dickenson County,VA,39.9,Non-metro,0.68,High Concern,37.12580814284353,-82.35037207692537
09/30/2021,31147,Richardson County,NE,46.1,Non-metro,0.1,Very Low Concern,40.1250435704424,-95.7175477459433
09/30/2021,47161,Stewart County,TN,35.2,Non-metro,0.41,Moderate Concern,36.501157682799935,-87.83844699293859
09/30/2021,36083,Rensselaer County,NY,61.8,Metro,0.34,Low Concern,42.711078530813616,-73.50971810323966
09/30/2021,40001,Adair County,OK,27.7,Non-metro,0.9,Very High Concern,35.88390665676047,-94.65866371580638
09/30/2021,39143,Sandusky County,OH,46.4,Non-metro,0.4,Low Concern,41.3563111991715,-83.14618504069607
09/30/2021,38035,Grand Forks County,ND,48.2,Metro,0.3,Low Concern,47.92191054531919,-97.45697388168558
09/30/2021,34005,Burlington County,NJ,64.2,Metro,0.21,Low Concern,39.877722211380735,-74.66806253724705
09/30/2021,51075,Goochland County,VA,60.6,Metro,0.05,Very Low Concern,37.72174520103876,-77.91596084711195
09/30/2021,29069,Dunklin County,MO,30.8,Non-metro,0.96,Very High Concern,36.27211397528212,-90.09090925551511
09/30/2021,13115,Floyd County,GA,15.8,Metro,0.89,Very High Concern,34.26318326372692,-85.21425982603338
09/30/2021,47079,Henry County,TN,40.7,Non-metro,0.63,High Concern,36.33177881543896,-88.30127838157453
09/30/2021,53013,Columbia County,WA,40.4,Metro,0.31,Low Concern,46.29752640636587,-117.90777481962736
09/30/2021,6079,San Luis Obispo County,CA,51.6,Metro,0.37,Low Concern,35.38708293547382,-120.40451599116749
09/30/2021,22043,Grant Parish,LA,36.4,Metro,0.63,High Concern,31.599697402253497,-92.55950489391508
09/30/2021,28121,Rankin County,MS,45.1,Metro,0.31,Low Concern,32.26413026726118,-89.94579288159099
09/30/2021,21131,Leslie County,KY,44.2,Non-metro,0.77,High Concern,37.09406861934723,-83.3811275508591
09/30/2021,6023,Humboldt County,CA,56.4,Non-metro,0.76,High Concern,40.69929754064216,-123.87562886590824
09/30/2021,27161,Waseca County,MN,49.6,Non-metro,0.25,Low Concern,44.02211442722853,-93.58726849974656
09/30/2021,37179,Union County,NC,45.8,Metro,0.19,Very Low Concern,34.98840747141905,-80.53071999601003
09/30/2021,21059,Daviess County,KY,49.1,Metro,0.62,High Concern,37.73178563624608,-87.08726981130886
09/30/2021,40115,Ottawa County,OK,32.8,Non-metro,0.96,Very High Concern,36.8355213912016,-94.8104468738977
09/30/2021,21047,Christian County,KY,28.9,Metro,0.91,Very High Concern,36.8941688657579,-87.49045443601811
09/30/2021,2150,Kodiak Island Borough,AK,55.6,Non-metro,0.7,High Concern,57.67704281101999,-153.7805822874154
09/30/2021,17031,Cook County,IL,55.7,Metro,0.68,High Concern,41.84012633109752,-87.8168306216394
09/30/2021,16039,Elmore County,ID,35.9,Non-metro,0.59,Moderate Concern,43.353955143058585,-115.46929719662232
09/30/2021,42027,Centre County,PA,53.4,Metro,0.29,Low Concern,40.91932378920242,-77.81995717760806
09/30/2021,49001,Beaver County,UT,37.4,Non-metro,0.25,Low Concern,38.35700068090118,-113.23552030393571
09/30/2021,38053,McKenzie County,ND,17.4,Non-metro,0.39,Low Concern,47.74018777959035,-103.39529009437052
09/30/2021,19015,Boone County,IA,57.1,Non-metro,0.12,Very Low Concern,42.03650207443015,-93.93163339378236
09/30/2021,2220,Sitka City and Borough,AK,68.0,Non-metro,0.4,Moderate Concern,57.24007686401532,-135.31525107951913
09/30/2021,17131,Mercer County,IL,48.0,Metro,0.11,Very Low Concern,41.205339100789686,-90.74144591818477
09/30/2021,18127,Porter County,IN,50.8,Metro,0.15,Very Low Concern,41.46054623322723,-87.06725879780336
09/30/2021,1063,Greene County,AL,41.0,Non-metro,0.99,Very High Concern,32.85314775662932,-87.95220353329152
09/30/2021,20053,Ellsworth County,KS,48.6,Non-metro,0.4,Low Concern,38.69663853398439,-98.2047604807401
09/30/2021,13087,Decatur County,GA,36.3,Non-metro,0.95,Very High Concern,30.878348510707905,-84.5790467928489
09/30/2021,13239,Quitman County,GA,10.8,Non-metro,0.94,Very High Concern,31.867347385442194,-85.01877002581864
09/30/2021,51025,Brunswick County,VA,43.9,Non-metro,0.9,Very High Concern,36.764776038268806,-77.85902363676232
09/30/2021,22059,La Salle Parish,LA,35.3,Non-metro,0.76,High Concern,31.67670103818386,-92.16040874819426
09/30/2021,40141,Tillman County,OK,40.2,Non-metro,0.87,Very High Concern,34.372837063284095,-98.92421125865246
09/30/2021,1013,Butler County,AL,33.5,Non-metro,0.87,Very High Concern,31.752429155671948,-86.68027562242744
09/30/2021,29091,Howell County,MO,28.2,Non-metro,0.67,High Concern,36.77402351283244,-91.8865254110876
09/30/2021,32015,Lander County,NV,32.1,Non-metro,0.83,Very High Concern,39.93366329075819,-117.03802593373344
09/30/2021,27055,Houston County,MN,37.9,Metro,0.02,Very Low Concern,43.67143646701543,-91.4928852924419
09/30/2021,20163,Rooks County,KS,42.3,Non-metro,0.14,Very Low Concern,39.350225780859766,-99.32501191657444
09/30/2021,26141,Presque Isle County,MI,53.1,Non-metro,0.28,Low Concern,45.340189778932384,-83.91760649420165
09/30/2021,47131,Obion County,TN,33.0,Non-metro,0.77,High Concern,36.35821090137484,-89.14878276255871
09/30/2021,13129,Gordon County,GA,13.8,Non-metro,0.88,Very High Concern,34.5033605690871,-84.87570724278247
09/30/2021,54091,Taylor County,WV,4.3,Non-metro,0.49,Moderate Concern,39.335980079006696,-80.04618853706661
09/30/2021,47095,Lake County,TN,28.5,Non-metro,0.92,Very High Concern,36.33524745702559,-89.49353491958472
09/30/2021,54097,Upshur County,WV,8.3,Non-metro,0.69,High Concern,38.897844461359,-80.23344085794245
09/30/2021,46119,Sully County,SD,31.4,Non-metro,0.01,Very Low Concern,44.715569568706975,-100.13223213010107
09/30/2021,18075,Jay County,IN,33.9,Non-metro,0.67,High Concern,40.43795740161875,-85.00570481094738
09/30/2021,21121,Knox County,KY,30.8,Non-metro,0.83,Very High Concern,36.89064843281336,-83.85404403118106
09/30/2021,39141,Ross County,OH,43.8,Non-metro,0.73,High Concern,39.337593609865785,-83.05702253582037
09/30/2021,20019,Chautauqua County,KS,36.0,Non-metro,0.72,High Concern,37.1500254581448,-96.24538277313768
09/30/2021,51199,York County,VA,50.6,Metro,0.2,Very Low Concern,37.24316538957631,-76.5635673645005
09/30/2021,6083,Santa Barbara County,CA,59.5,Metro,0.71,High Concern,34.67287988538718,-120.01647340776174
09/30/2021,29065,Dent County,MO,26.9,Non-metro,0.63,High Concern,37.60663057323756,-91.50791278507243
09/30/2021,22025,Catahoula Parish,LA,34.7,Non-metro,0.78,High Concern,31.6661798469126,-91.84706123944596
09/30/2021,29127,Marion County,MO,37.4,Non-metro,0.55,Moderate Concern,39.80594396626462,-91.62243354962897
09/30/2021,13173,Lanier County,GA,10.8,Metro,0.87,Very High Concern,31.03787301419776,-83.06275656378837
09/30/2021,42003,Allegheny County,PA,59.6,Metro,0.25,Low Concern,40.46882293964485,-79.981194825361
09/30/2021,40067,Jefferson County,OK,35.4,Non-metro,0.87,Very High Concern,34.11103507422839,-97.835872865283
09/30/2021,50019,Orleans County,VT,50.4,Non-metro,0.43,Moderate Concern,44.82879692755184,-72.24375515578143
09/30/2021,5013,Calhoun County,AR,31.4,Non-metro,0.55,Moderate Concern,33.55803127288699,-92.50304686890512
09/30/2021,4027,Yuma County,AZ,56.3,Metro,0.99,Very High Concern,32.76937662032427,-113.9055555770482
09/30/2021,45063,Lexington County,SC,46.3,Metro,0.44,Moderate Concern,33.90228760744296,-81.27218396839447
09/30/2021,51610,Falls Church city,VA,54.0,Metro,0.14,Very Low Concern,38.8846827282105,-77.1751093360086
09/30/2021,19157,Poweshiek County,IA,51.9,Non-metro,0.15,Very Low Concern,41.68644275248716,-92.53145279349349
09/30/2021,46005,Beadle County,SD,36.5,Non-metro,0.65,High Concern,44.41447695838948,-98.2781179276671
09/30/2021,8065,Lake County,CO,52.2,Non-metro,0.45,Moderate Concern,39.202480132337485,-106.34478011552612
09/30/2021,34037,Sussex County,NJ,55.0,Metro,0.02,Very Low Concern,41.13925063371848,-74.69089801939094
09/30/2021,28081,Lee County,MS,38.2,Non-metro,0.8,High Concern,34.289900577372904,-88.68041850792326
09/30/2021,1025,Clarke County,AL,44.1,Non-metro,0.85,Very High Concern,31.67667781209924,-87.83080861554338
09/30/2021,51095,James City County,VA,50.5,Metro,0.12,Very Low Concern,37.32879329945779,-76.77877220242738
09/30/2021,46007,Bennett County,SD,42.9,Non-metro,0.79,High Concern,43.19499086340876,-101.66402571860846
09/30/2021,26017,Bay County,MI,49.9,Metro,0.44,Moderate Concern,43.70800423423665,-83.99157753360016
09/30/2021,5091,Miller County,AR,12.4,Metro,0.91,Very High Concern,33.31209066913729,-93.8915527124611
09/30/2021,27095,Mille Lacs County,MN,49.4,Metro,0.59,Moderate Concern,45.9380270435099,-93.63007492212223
09/30/2021,13273,Terrell County,GA,23.2,Metro,0.96,Very High Concern,31.7769979123536,-84.43696997612308
09/30/2021,1043,Cullman County,AL,33.4,Non-metro,0.52,Moderate Concern,34.1319452282297,-86.86757572060472
09/30/2021,8073,Lincoln County,CO,30.7,Non-metro,0.49,Moderate Concern,38.98808784990935,-103.5139430533545
09/30/2021,30095,Stillwater County,MT,37.1,Non-metro,0.04,Very Low Concern,45.66903900222792,-109.39521573669796
09/30/2021,19003,Adams County,IA,47.9,Non-metro,0.04,Very Low Concern,41.02897522495552,-94.69916585870594
09/30/2021,29187,St. Francois County,MO,37.0,Non-metro,0.7,High Concern,37.8102660630456,-90.4722754663506
09/30/2021,21171,Monroe County,KY,39.1,Non-metro,0.7,High Concern,36.71215466671931,-85.71648016856874
09/30/2021,38051,McIntosh County,ND,37.3,Non-metro,0.11,Very Low Concern,46.111843826906494,-99.44119708358068
09/30/2021,13295,Walker County,GA,21.5,Metro,0.64,High Concern,34.73564648783483,-85.30099086456465
09/30/2021,19081,Hancock County,IA,44.2,Non-metro,0.07,Very Low Concern,43.081901667068536,-93.7342703183538
09/30/2021,39019,Carroll County,OH,38.2,Metro,0.15,Very Low Concern,40.57957743490841,-81.08971649397554
09/30/2021,55003,Ashland County,WI,60.6,Non-metro,0.55,Moderate Concern,46.31608492375685,-90.67794382907972
09/30/2021,29097,Jasper County,MO,41.7,Metro,0.66,High Concern,37.203555651565566,-94.34061071834805
09/30/2021,13161,Jeff Davis County,GA,10.2,Non-metro,0.94,Very High Concern,31.80559288631852,-82.63683938670643
09/30/2021,5011,Bradley County,AR,49.3,Non-metro,0.98,Very High Concern,33.466419933345364,-92.16239823980504
09/30/2021,31035,Clay County,NE,37.0,Non-metro,0.16,Very Low Concern,40.52443473793173,-98.05128639270409
09/30/2021,31043,Dakota County,NE,53.5,Metro,0.86,Very High Concern,42.391129034983706,-96.56456903631862
09/30/2021,1125,Tuscaloosa County,AL,37.3,Metro,0.63,High Concern,33.289569418404746,-87.52510914909692
09/30/2021,38081,Sargent County,ND,52.6,Non-metro,0.02,Very Low Concern,46.10782593308688,-97.63055638428337
09/30/2021,8071,Las Animas County,CO,53.2,Non-metro,0.84,Very High Concern,37.31578855613157,-104.03864231253098
09/30/2021,41035,Klamath County,OR,43.4,Non-metro,0.87,Very High Concern,42.68641069062904,-121.65015147704082
09/30/2021,46075,Jones County,SD,52.2,Non-metro,0.01,Very Low Concern,43.96059288414382,-100.68971332476296
09/30/2021,1079,Lawrence County,AL,40.3,Metro,0.5,Moderate Concern,34.52167795535142,-87.31099055710466
09/30/2021,45009,Bamberg County,SC,42.3,Non-metro,0.95,Very High Concern,33.21479874729728,-81.05424206073619
09/30/2021,13257,Stephens County,GA,11.9,Non-metro,0.8,High Concern,34.55394199534727,-83.29347237703007
09/30/2021,24039,Somerset County,MD,43.3,Metro,0.9,Very High Concern,38.115780475897765,-75.75175601712463
09/30/2021,13287,Turner County,GA,19.9,Non-metro,0.98,Very High Concern,31.71638191961585,-83.6240915796479
09/30/2021,51085,Hanover County,VA,54.3,Metro,0.02,Very Low Concern,37.760144716691286,-77.49117516959497
09/30/2021,55027,Dodge County,WI,45.2,Non-metro,0.2,Low Concern,43.41629510754743,-88.70752142341385
09/30/2021,46077,Kingsbury County,SD,56.4,Non-metro,0.02,Very Low Concern,44.36959739991233,-97.49150301178808
09/30/2021,27065,Kanabec County,MN,35.5,Non-metro,0.28,Low Concern,45.94518745682775,-93.29336989858064
09/30/2021,17123,Marshall County,IL,46.2,Metro,0.05,Very Low Concern,41.03315746309963,-89.34478050465367
09/30/2021,42055,Franklin County,PA,43.2,Metro,0.34,Low Concern,39.92740400414074,-77.72128244775631
09/30/2021,19125,Marion County,IA,46.6,Non-metro,0.19,Very Low Concern,41.334443711421166,-93.09944584583944
09/30/2021,53057,Skagit County,WA,57.6,Metro,0.54,Moderate Concern,48.479371228428434,-121.73018029479626
09/30/2021,41027,Hood River County,OR,73.2,Non-metro,0.55,Moderate Concern,45.51900469284677,-121.65103490954829
09/30/2021,24025,Harford County,MD,61.6,Metro,0.09,Very Low Concern,39.56109150112221,-76.317056494158
09/30/2021,13215,Muscogee County,GA,30.7,Metro,0.9,Very High Concern,32.51002371368805,-84.87706039104368
09/30/2021,30045,Judith Basin County,MT,33.8,Non-metro,0.02,Very Low Concern,47.045432127241085,-110.26602711485543
09/30/2021,27091,Martin County,MN,48.3,Non-metro,0.19,Very Low Concern,43.67431505850498,-94.55116400535144
09/30/2021,37147,Pitt County,NC,44.7,Metro,0.82,Very High Concern,35.593295823543905,-77.37449546409192
09/30/2021,38055,McLean County,ND,38.6,Non-metro,0.08,Very Low Concern,47.60696207873243,-101.3218557983508
09/30/2021,21039,Carlisle County,KY,35.3,Non-metro,0.34,Low Concern,36.85320008487635,-88.97098353747668
09/30/2021,53043,Lincoln County,WA,45.6,Non-metro,0.2,Very Low Concern,47.57626322315691,-118.41872723480871
09/30/2021,49005,Cache County,UT,44.9,Metro,0.32,Low Concern,41.72243823156325,-111.74362613191708
09/30/2021,29510,St. Louis city,MO,47.9,Metro,0.78,High Concern,38.6358249242974,-90.24511587000478
09/30/2021,39071,Highland County,OH,32.4,Non-metro,0.69,High Concern,39.1847168124742,-83.60098263203952
09/30/2021,17185,Wabash County,IL,41.9,Non-metro,0.32,Low Concern,38.44604921071684,-87.84430346847722
09/30/2021,31163,Sherman County,NE,35.7,Non-metro,0.07,Very Low Concern,41.22058938172891,-98.97620431845895
09/30/2021,47109,McNairy County,TN,41.2,Non-metro,0.72,High Concern,35.17550900542128,-88.5636057253314
09/30/2021,42089,Monroe County,PA,53.1,Metro,0.31,Low Concern,41.058055681353416,-75.33952263545663
09/30/2021,31141,Platte County,NE,39.7,Non-metro,0.3,Low Concern,41.571296345510895,-97.5211391344846
09/30/2021,21029,Bullitt County,KY,42.7,Metro,0.14,Very Low Concern,37.97007363413742,-85.69586025760096
09/30/2021,22067,Morehouse Parish,LA,38.4,Non-metro,0.88,Very High Concern,32.820215935135195,-91.80178763056918
09/30/2021,16029,Caribou County,ID,31.0,Non-metro,0.19,Very Low Concern,42.77049662452163,-111.56225975044258
09/30/2021,13101,Echols County,GA,13.7,Metro,0.66,High Concern,30.710050404607664,-82.8939614401204
09/30/2021,39169,Wayne County,OH,39.4,Non-metro,0.48,Moderate Concern,40.82887855167622,-81.88803484102897
09/30/2021,32013,Humboldt County,NV,35.2,Non-metro,0.59,Moderate Concern,41.40684197956766,-118.11199881835869
09/30/2021,51179,Stafford County,VA,47.5,Metro,0.15,Very Low Concern,38.42070638318357,-77.45800899950946
09/30/2021,17067,Hancock County,IL,39.9,Non-metro,0.12,Very Low Concern,40.40374091628328,-91.16474814074412
09/30/2021,1115,St. Clair County,AL,33.3,Metro,0.37,Low Concern,33.71571863517987,-86.31461907158442
09/30/2021,18167,Vigo County,IN,44.4,Metro,0.73,High Concern,39.4306355791122,-87.38997396415559
09/30/2021,17151,Pope County,IL,26.4,Non-metro,0.45,Moderate Concern,37.412694362495394,-88.5615235650068
09/30/2021,28139,Tippah County,MS,36.2,Non-metro,0.86,Very High Concern,34.768354155691384,-88.90889374867118
09/30/2021,28047,Harrison County,MS,45.0,Metro,0.88,Very High Concern,30.511846007727986,-89.11592522861392
09/30/2021,17159,Richland County,IL,39.7,Non-metro,0.41,Moderate Concern,38.71241555982673,-88.08510899511614
09/30/2021,5129,Searcy County,AR,34.6,Non-metro,0.44,Moderate Concern,35.91089957257719,-92.69950814142427
09/30/2021,38009,Bottineau County,ND,42.9,Non-metro,0.07,Very Low Concern,48.792178838354985,-100.83331939335773
09/30/2021,12019,Clay County,FL,42.0,Metro,0.38,Low Concern,29.98306335791293,-81.85787749603033
09/30/2021,6029,Kern County,CA,41.8,Metro,0.97,Very High Concern,35.342864363470284,-118.72991638751208
09/30/2021,19193,Woodbury County,IA,48.4,Metro,0.7,High Concern,42.38970362478928,-96.044774644598
09/30/2021,30097,Sweet Grass County,MT,35.9,Non-metro,0.01,Very Low Concern,45.813885415624064,-109.94103788866497
09/30/2021,35059,Union County,NM,21.4,Non-metro,0.68,High Concern,36.48160046836011,-103.47099928606802
09/30/2021,13169,Jones County,GA,21.8,Metro,0.38,Low Concern,33.02512491413167,-83.5604947961818
09/30/2021,28085,Lincoln County,MS,33.3,Non-metro,0.76,High Concern,31.532392443082912,-90.45400798205982
09/30/2021,22055,Lafayette Parish,LA,43.4,Metro,0.62,High Concern,30.206744647264657,-92.06387514959997
09/30/2021,39073,Hocking County,OH,40.7,Metro,0.47,Moderate Concern,39.49705463897372,-82.47925426949514
09/30/2021,18027,Daviess County,IN,28.9,Non-metro,0.69,High Concern,38.7024060738727,-87.0720446045788
09/30/2021,13163,Jefferson County,GA,29.2,Non-metro,0.94,Very High Concern,33.054865346172456,-82.41817746894817
09/30/2021,27089,Marshall County,MN,38.2,Non-metro,0.14,Very Low Concern,48.35811551591161,-96.36844519900583
09/30/2021,47031,Coffee County,TN,38.3,Non-metro,0.49,Moderate Concern,35.49061691571043,-86.07475201059695
09/30/2021,17017,Cass County,IL,49.0,Non-metro,0.7,High Concern,39.97354523915264,-90.24740080483882
09/30/2021,36015,Chemung County,NY,51.3,Metro,0.49,Moderate Concern,42.141262523896565,-76.76003959191029
09/30/2021,22071,Orleans Parish,LA,59.5,Metro,0.74,High Concern,30.06868620057436,-89.92883166748327
09/30/2021,28163,Yazoo County,MS,42.1,Metro,1.0,Very High Concern,32.78032625801047,-90.39642131233724
09/30/2021,51680,Lynchburg city,VA,30.2,Metro,0.74,High Concern,37.40027526818044,-79.19086205576502
09/30/2021,21141,Logan County,KY,45.3,Non-metro,0.53,Moderate Concern,36.85968525501186,-86.87891916564875
09/30/2021,36109,Tompkins County,NY,70.1,Metro,0.35,Low Concern,42.45202685533814,-76.47363747697769
09/30/2021,13277,Tift County,GA,19.7,Non-metro,0.88,Very High Concern,31.45742933036171,-83.52660087699132
09/30/2021,51013,Arlington County,VA,66.7,Metro,0.14,Very Low Concern,38.878568462191154,-77.1010687635397
09/30/2021,21101,Henderson County,KY,43.3,Metro,0.71,High Concern,37.795803945827984,-87.57303115489077
09/30/2021,29227,Worth County,MO,35.7,Non-metro,0.22,Low Concern,40.47910197017833,-94.42212318122942
09/30/2021,37011,Avery County,NC,46.0,Non-metro,0.64,High Concern,36.07654208790326,-81.92258339217938
09/30/2021,55133,Waukesha County,WI,61.3,Metro,0.02,Very Low Concern,43.01822209471639,-88.30451375640772
09/30/2021,42107,Schuylkill County,PA,54.5,Non-metro,0.45,Moderate Concern,40.70581318559382,-76.21598941937378
09/30/2021,47143,Rhea County,TN,36.6,Non-metro,0.82,Very High Concern,35.608713722501776,-84.92440218705505
09/30/2021,19167,Sioux County,IA,36.9,Non-metro,0.22,Low Concern,43.08263209861856,-96.17785130694504
09/30/2021,20027,Clay County,KS,49.8,Non-metro,0.05,Very Low Concern,39.34972287859645,-97.16517645779945
09/30/2021,56013,Fremont County,WY,50.4,Non-metro,0.56,Moderate Concern,43.040546255688064,-108.63045837412484
09/30/2021,12041,Gilchrist County,FL,31.7,Metro,0.76,High Concern,29.725832116937923,-82.80037637542132
09/30/2021,42017,Bucks County,PA,62.5,Metro,0.08,Very Low Concern,40.33696145403021,-75.10687580914748
09/30/2021,2060,Bristol Bay Borough,AK,89.5,Non-metro,0.35,Low Concern,58.743863607996126,-156.69997745651224
09/30/2021,17115,Macon County,IL,42.2,Metro,0.6,Moderate Concern,39.85998989241613,-88.96155997907879
09/30/2021,2070,Dillingham Census Area,AK,41.9,Non-metro,0.87,Very High Concern,59.79906654221384,-158.23508954298393
09/30/2021,21151,Madison County,KY,44.4,Non-metro,0.5,Moderate Concern,37.720182524752815,-84.27800422679782
09/30/2021,51127,New Kent County,VA,46.9,Metro,0.01,Very Low Concern,37.5052135669788,-76.99734975938763
09/30/2021,42023,Cameron County,PA,51.8,Non-metro,0.3,Low Concern,41.436729365568986,-78.2038804026354
09/30/2021,5029,Conway County,AR,47.2,Non-metro,0.76,High Concern,35.262246537380165,-92.70129382838728
09/30/2021,49003,Box Elder County,UT,38.7,Metro,0.16,Very Low Concern,41.5210109255589,-113.08212039575156
09/30/2021,54109,Wyoming County,WV,35.5,Non-metro,0.64,High Concern,37.609608606241046,-81.54919609856942
09/30/2021,37111,McDowell County,NC,41.2,Non-metro,0.79,High Concern,35.6816998119451,-82.0493231274931
09/30/2021,50017,Orange County,VT,45.5,Non-metro,0.17,Very Low Concern,44.00565784489029,-72.37680635541271
09/30/2021,17081,Jefferson County,IL,34.8,Non-metro,0.81,Very High Concern,38.30051395183354,-88.92401752212261
09/30/2021,39003,Allen County,OH,37.1,Metro,0.58,Moderate Concern,40.77153930419597,-84.10579194618808
09/30/2021,31031,Cherry County,NE,29.5,Non-metro,0.23,Low Concern,42.544986725713045,-101.11859469191396
09/30/2021,16017,Bonner County,ID,35.8,Non-metro,0.24,Low Concern,48.30004320072049,-116.60107557638288
09/30/2021,20151,Pratt County,KS,42.5,Non-metro,0.39,Low Concern,37.647731780450094,-98.73962276229317
09/30/2021,26047,Emmet County,MI,64.4,Non-metro,0.14,Very Low Concern,45.52095802305445,-84.8907968622403
09/30/2021,35021,Harding County,NM,36.3,Non-metro,0.36,Low Concern,35.85791979250809,-103.820269791751
09/30/2021,41063,Wallowa County,OR,52.3,Non-metro,0.5,Moderate Concern,45.579891494681775,-117.18105056752934
